video_frame,label,left,width,top,height
57992_000301_Sideline_77,H60,588,19,308,20
57992_000301_Sideline_77,H66,608,24,301,24
57992_000301_Sideline_77,V97,625,21,261,23
57992_000301_Sideline_77,H68,644,22,262,22
57992_000301_Sideline_77,V32,668,20,228,26
57992_000301_Sideline_77,H32,720,22,291,22
57992_000301_Sideline_77,H82,756,18,194,24
57992_000301_Sideline_77,V53,782,20,206,17
57992_000301_Sideline_77,H5,818,22,296,25
57992_000301_Sideline_77,H28,849,22,308,18
57992_000301_Sideline_78,V49,393,23,347,25
57992_000301_Sideline_78,V54,421,22,273,25
57992_000301_Sideline_78,V55,462,24,342,23
57992_000301_Sideline_78,H87,488,24,336,26
57992_000301_Sideline_78,V59,550,21,306,23
57992_000301_Sideline_78,V92,561,22,276,24
57992_000301_Sideline_78,H72,567,21,308,21
57992_000301_Sideline_78,V99,576,22,294,20
57992_000301_Sideline_78,H66,608,16,275,16
57992_000301_Sideline_78,V97,624,20,260,23
57992_000301_Sideline_78,H68,643,21,261,23
57992_000301_Sideline_78,V32,668,20,229,25
57992_000301_Sideline_78,H32,716,24,289,24
57992_000301_Sideline_78,H82,756,18,194,25
57992_000301_Sideline_78,V53,778,20,205,19
57992_000301_Sideline_78,H5,820,20,296,24
57992_000301_Sideline_78,H28,846,20,306,18
57992_000301_Sideline_79,V49,394,24,345,26
57992_000301_Sideline_79,V54,422,24,274,25
57992_000301_Sideline_79,V55,464,23,342,24
57992_000301_Sideline_79,H87,490,25,335,26
57992_000301_Sideline_79,V59,548,22,306,23
57992_000301_Sideline_79,V92,558,24,278,24
57992_000301_Sideline_79,H72,568,22,256,25
57992_000301_Sideline_79,V99,574,24,294,19
57992_000301_Sideline_79,H60,590,20,269,22
57992_000301_Sideline_79,H66,608,17,274,16
57992_000301_Sideline_79,V97,623,20,261,21
57992_000301_Sideline_79,H68,644,20,262,22
57992_000301_Sideline_79,V32,668,20,229,26
57992_000301_Sideline_79,H32,713,24,289,24
57992_000301_Sideline_79,V53,718,22,236,22
57992_000301_Sideline_79,H82,756,17,195,25
57992_000301_Sideline_79,H5,822,20,297,23
57992_000301_Sideline_79,H28,840,24,305,19
57992_000301_Sideline_80,V49,396,24,346,26
57992_000301_Sideline_80,V54,426,22,274,24
57992_000301_Sideline_80,V55,464,24,342,24
57992_000301_Sideline_80,H87,489,27,336,26
57992_000301_Sideline_80,V59,548,22,304,23
57992_000301_Sideline_80,V92,558,22,280,23
57992_000301_Sideline_80,H72,568,20,308,19
57992_000301_Sideline_80,H66,609,17,274,16
57992_000301_Sideline_80,V97,624,18,261,21
57992_000301_Sideline_80,H68,643,21,260,24
57992_000301_Sideline_80,V32,670,20,229,26
57992_000301_Sideline_80,H32,712,22,292,21
57992_000301_Sideline_80,V53,718,22,237,22
57992_000301_Sideline_80,H82,755,18,196,26
57992_000301_Sideline_80,H5,823,20,298,22
57992_000301_Sideline_80,H28,839,20,304,19
57992_000301_Sideline_81,V49,397,24,346,26
57992_000301_Sideline_81,V54,428,22,273,26
57992_000301_Sideline_81,V55,465,23,343,23
57992_000301_Sideline_81,H87,491,25,335,26
57992_000301_Sideline_81,V59,548,22,304,23
57992_000301_Sideline_81,V92,556,20,280,23
57992_000301_Sideline_81,H72,567,19,307,19
57992_000301_Sideline_81,H60,606,18,286,19
57992_000301_Sideline_81,H66,608,22,303,24
57992_000301_Sideline_81,V97,622,20,261,24
57992_000301_Sideline_81,H68,642,22,259,24
57992_000301_Sideline_81,V32,670,20,229,26
57992_000301_Sideline_81,H32,708,22,292,21
57992_000301_Sideline_81,V53,717,21,237,19
57992_000301_Sideline_81,H82,756,16,198,24
57992_000301_Sideline_81,H5,824,18,298,21
57992_000301_Sideline_81,H28,839,16,304,18
57992_000301_Sideline_82,V49,398,24,345,25
57992_000301_Sideline_82,V54,430,24,273,25
57992_000301_Sideline_82,V55,469,22,341,23
57992_000301_Sideline_82,H87,492,25,335,26
57992_000301_Sideline_82,V59,548,22,304,22
57992_000301_Sideline_82,V92,554,24,282,24
57992_000301_Sideline_82,H72,566,20,306,20
57992_000301_Sideline_82,H60,583,21,284,21
57992_000301_Sideline_82,H66,608,22,304,23
57992_000301_Sideline_82,V97,622,20,262,24
57992_000301_Sideline_82,H68,642,22,259,23
57992_000301_Sideline_82,V32,670,20,229,26
57992_000301_Sideline_82,H32,704,22,293,21
57992_000301_Sideline_82,V53,728,20,243,22
57992_000301_Sideline_82,H82,756,18,198,24
57992_000301_Sideline_82,H5,824,24,298,22
57992_000301_Sideline_83,V49,400,23,343,24
57992_000301_Sideline_83,V54,432,24,274,24
57992_000301_Sideline_83,V55,469,23,341,23
57992_000301_Sideline_83,H87,494,24,335,26
57992_000301_Sideline_83,V59,548,21,304,22
57992_000301_Sideline_83,V92,555,22,285,21
57992_000301_Sideline_83,H72,566,20,305,20
57992_000301_Sideline_83,H60,584,23,284,25
57992_000301_Sideline_83,H66,608,20,304,22
57992_000301_Sideline_83,V97,620,22,261,24
57992_000301_Sideline_83,H68,641,22,259,23
57992_000301_Sideline_83,V32,671,19,230,24
57992_000301_Sideline_83,H32,702,20,290,22
57992_000301_Sideline_83,V53,718,17,238,18
57992_000301_Sideline_83,H82,730,20,244,22
57992_000301_Sideline_83,H5,824,24,299,21
57992_000301_Sideline_84,V49,400,23,342,25
57992_000301_Sideline_84,V54,436,24,272,26
57992_000301_Sideline_84,V55,470,22,342,24
57992_000301_Sideline_84,H87,494,26,334,27
57992_000301_Sideline_84,V59,548,22,304,21
57992_000301_Sideline_84,V92,553,23,285,21
57992_000301_Sideline_84,H72,566,19,304,20
57992_000301_Sideline_84,H60,582,24,283,19
57992_000301_Sideline_84,H66,608,20,304,21
57992_000301_Sideline_84,V97,622,20,260,23
57992_000301_Sideline_84,H68,640,22,260,22
57992_000301_Sideline_84,V32,671,20,228,27
57992_000301_Sideline_84,H32,696,24,290,23
57992_000301_Sideline_84,V53,717,19,237,19
57992_000301_Sideline_84,H82,730,20,244,22
57992_000301_Sideline_84,H5,818,16,302,18
57992_000301_Sideline_85,V49,400,23,342,23
57992_000301_Sideline_85,V54,438,24,272,26
57992_000301_Sideline_85,V55,472,22,340,24
57992_000301_Sideline_85,H87,495,25,333,27
57992_000301_Sideline_85,V59,548,20,303,21
57992_000301_Sideline_85,V92,552,20,288,19
57992_000301_Sideline_85,H72,566,19,304,20
57992_000301_Sideline_85,H60,581,23,285,23
57992_000301_Sideline_85,H66,608,20,304,22
57992_000301_Sideline_85,V97,622,18,260,22
57992_000301_Sideline_85,H68,639,23,257,23
57992_000301_Sideline_85,V32,671,19,228,25
57992_000301_Sideline_85,H32,694,22,290,22
57992_000301_Sideline_85,V53,718,18,237,19
57992_000301_Sideline_85,H82,730,20,246,20
57992_000301_Sideline_85,H5,832,20,300,21
57992_000301_Sideline_86,V49,401,24,340,24
57992_000301_Sideline_86,V54,441,23,272,25
57992_000301_Sideline_86,V55,472,23,341,25
57992_000301_Sideline_86,H87,498,24,332,27
57992_000301_Sideline_86,V92,549,20,303,19
57992_000301_Sideline_86,H72,566,19,304,18
57992_000301_Sideline_86,H60,588,22,273,18
57992_000301_Sideline_86,H66,608,20,304,21
57992_000301_Sideline_86,V97,622,18,260,22
57992_000301_Sideline_86,H68,640,22,258,22
57992_000301_Sideline_86,V32,658,18,254,21
57992_000301_Sideline_86,H32,691,22,289,24
57992_000301_Sideline_86,V53,719,19,237,19
57992_000301_Sideline_86,H82,733,19,246,21
57992_000301_Sideline_86,H5,833,22,302,21
57992_000301_Sideline_87,V49,402,24,339,23
57992_000301_Sideline_87,V54,444,24,271,26
57992_000301_Sideline_87,V55,474,22,341,25
57992_000301_Sideline_87,H87,500,24,330,27
57992_000301_Sideline_87,V92,547,22,286,20
57992_000301_Sideline_87,H72,564,22,299,23
57992_000301_Sideline_87,H66,607,18,306,20
57992_000301_Sideline_87,V97,622,18,260,22
57992_000301_Sideline_87,H68,640,21,258,22
57992_000301_Sideline_87,V32,671,20,228,26
57992_000301_Sideline_87,H32,687,23,290,22
57992_000301_Sideline_87,V53,719,20,236,18
57992_000301_Sideline_87,H82,732,20,246,21
57992_000301_Sideline_87,H5,836,22,302,21
57992_000301_Sideline_88,V49,402,24,336,24
57992_000301_Sideline_88,V54,446,24,272,24
57992_000301_Sideline_88,V55,474,24,341,25
57992_000301_Sideline_88,H87,500,24,330,25
57992_000301_Sideline_88,V92,548,22,285,22
57992_000301_Sideline_88,H72,565,21,300,21
57992_000301_Sideline_88,H60,582,22,256,25
57992_000301_Sideline_88,H66,607,24,298,24
57992_000301_Sideline_88,V97,621,18,260,20
57992_000301_Sideline_88,H68,640,22,259,21
57992_000301_Sideline_88,V32,671,20,228,26
57992_000301_Sideline_88,H32,685,23,288,22
57992_000301_Sideline_88,V53,720,20,236,18
57992_000301_Sideline_88,H82,733,21,245,22
57992_000301_Sideline_88,H5,839,21,304,20
57992_000301_Sideline_89,V49,403,23,334,22
57992_000301_Sideline_89,V54,448,24,271,26
57992_000301_Sideline_89,V55,472,26,342,26
57992_000301_Sideline_89,H87,500,25,329,26
57992_000301_Sideline_89,V92,542,22,288,20
57992_000301_Sideline_89,H72,565,21,300,21
57992_000301_Sideline_89,H60,582,22,280,27
57992_000301_Sideline_89,H66,606,21,304,20
57992_000301_Sideline_89,V97,621,18,260,22
57992_000301_Sideline_89,H68,640,24,259,22
57992_000301_Sideline_89,V32,671,20,228,26
57992_000301_Sideline_89,H32,681,23,288,22
57992_000301_Sideline_89,V53,720,20,234,18
57992_000301_Sideline_89,H82,735,20,247,20
57992_000301_Sideline_89,H5,840,22,304,21
57992_000301_Sideline_90,V49,403,24,333,23
57992_000301_Sideline_90,V54,451,25,271,26
57992_000301_Sideline_90,V55,474,25,342,26
57992_000301_Sideline_90,H87,500,26,328,26
57992_000301_Sideline_90,V92,540,24,287,22
57992_000301_Sideline_90,H72,568,18,300,20
57992_000301_Sideline_90,H66,606,20,286,20
57992_000301_Sideline_90,V97,618,22,261,25
57992_000301_Sideline_90,H68,642,20,260,20
57992_000301_Sideline_90,V32,672,20,228,26
57992_000301_Sideline_90,H32,679,22,288,21
57992_000301_Sideline_90,V53,723,19,234,22
57992_000301_Sideline_90,H82,736,20,246,21
57992_000301_Sideline_90,H5,844,22,305,21
57992_000301_Sideline_91,V49,404,24,332,22
57992_000301_Sideline_91,V54,454,24,271,25
57992_000301_Sideline_91,V55,476,24,342,27
57992_000301_Sideline_91,H87,501,26,328,26
57992_000301_Sideline_91,V92,538,24,287,23
57992_000301_Sideline_91,H72,568,18,299,20
57992_000301_Sideline_91,H66,606,18,272,18
57992_000301_Sideline_91,V97,621,18,261,23
57992_000301_Sideline_91,H68,641,21,260,20
57992_000301_Sideline_91,V32,672,20,228,26
57992_000301_Sideline_91,H32,676,22,287,21
57992_000301_Sideline_91,V53,724,20,232,22
57992_000301_Sideline_91,H82,737,20,245,20
57992_000301_Sideline_91,H5,847,21,306,22
57992_000301_Sideline_92,V49,405,25,330,22
57992_000301_Sideline_92,V54,456,24,271,26
57992_000301_Sideline_92,V55,476,24,342,25
57992_000301_Sideline_92,H87,501,26,328,26
57992_000301_Sideline_92,V92,536,24,287,22
57992_000301_Sideline_92,H72,568,19,298,20
57992_000301_Sideline_92,V99,582,21,285,23
57992_000301_Sideline_92,H66,604,22,302,23
57992_000301_Sideline_92,H60,606,18,271,18
57992_000301_Sideline_92,V97,621,18,261,24
57992_000301_Sideline_92,H68,640,22,260,20
57992_000301_Sideline_92,V32,672,20,228,26
57992_000301_Sideline_92,H32,674,20,287,19
57992_000301_Sideline_92,V53,726,20,232,21
57992_000301_Sideline_92,H82,738,20,244,20
57992_000301_Sideline_92,H5,850,22,308,22
57992_000301_Sideline_93,V49,407,24,327,23
57992_000301_Sideline_93,V54,452,22,338,25
57992_000301_Sideline_93,V55,480,22,341,25
57992_000301_Sideline_93,H87,504,24,327,27
57992_000301_Sideline_93,V92,536,22,286,24
57992_000301_Sideline_93,H72,568,19,298,20
57992_000301_Sideline_93,V99,586,23,285,23
57992_000301_Sideline_93,H66,604,18,306,21
57992_000301_Sideline_93,H60,606,18,271,17
57992_000301_Sideline_93,V97,620,19,262,26
57992_000301_Sideline_93,H68,640,22,260,20
57992_000301_Sideline_93,H32,666,22,272,18
57992_000301_Sideline_93,V32,672,19,229,28
57992_000301_Sideline_93,V53,729,20,228,24
57992_000301_Sideline_93,H82,738,20,245,20
57992_000301_Sideline_93,H5,852,20,308,24
57992_000301_Sideline_94,V49,408,25,326,23
57992_000301_Sideline_94,V54,462,24,272,26
57992_000301_Sideline_94,V55,479,24,342,26
57992_000301_Sideline_94,H87,502,26,327,28
57992_000301_Sideline_94,V92,534,22,285,25
57992_000301_Sideline_94,H72,553,19,294,20
57992_000301_Sideline_94,V99,582,23,283,27
57992_000301_Sideline_94,H66,602,20,309,21
57992_000301_Sideline_94,H60,606,18,270,16
57992_000301_Sideline_94,V97,614,19,294,22
57992_000301_Sideline_94,H68,638,26,258,23
57992_000301_Sideline_94,H32,662,24,285,22
57992_000301_Sideline_94,V32,672,20,230,26
57992_000301_Sideline_94,V53,730,19,227,24
57992_000301_Sideline_94,H82,738,19,245,18
57992_000301_Sideline_94,H83,754,18,203,17
57992_000301_Sideline_94,H5,854,22,309,23
57992_000301_Sideline_95,V49,408,26,324,24
57992_000301_Sideline_95,V54,465,24,272,25
57992_000301_Sideline_95,V55,482,24,340,26
57992_000301_Sideline_95,H87,503,25,326,26
57992_000301_Sideline_95,V92,532,24,284,26
57992_000301_Sideline_95,V97,550,20,293,20
57992_000301_Sideline_95,H72,568,20,297,21
57992_000301_Sideline_95,V99,582,22,284,24
57992_000301_Sideline_95,H60,605,18,310,20
57992_000301_Sideline_95,H68,640,26,259,23
57992_000301_Sideline_95,H32,662,20,286,20
57992_000301_Sideline_95,V32,672,20,231,27
57992_000301_Sideline_95,V53,733,19,227,20
57992_000301_Sideline_95,H82,739,19,245,18
57992_000301_Sideline_95,H83,752,20,200,18
57992_000301_Sideline_95,H66,772,20,292,18
57992_000301_Sideline_95,H5,858,22,309,24
57992_000301_Sideline_96,V49,408,26,322,22
57992_000301_Sideline_96,V54,466,24,271,26
57992_000301_Sideline_96,V55,483,24,340,26
57992_000301_Sideline_96,H87,505,24,326,25
57992_000301_Sideline_96,V92,530,22,284,24
57992_000301_Sideline_96,V97,550,20,292,20
57992_000301_Sideline_96,H72,568,20,297,21
57992_000301_Sideline_96,H60,606,17,270,16
57992_000301_Sideline_96,H68,641,24,260,22
57992_000301_Sideline_96,H32,653,23,283,21
57992_000301_Sideline_96,V32,672,20,230,28
57992_000301_Sideline_96,V53,736,18,227,18
57992_000301_Sideline_96,H82,738,18,246,16
57992_000301_Sideline_96,H83,752,19,199,18
57992_000301_Sideline_96,H66,766,20,291,18
57992_000301_Sideline_96,H5,860,22,310,22
57992_000301_Sideline_97,V49,411,24,321,23
57992_000301_Sideline_97,V54,470,24,272,26
57992_000301_Sideline_97,V55,486,24,341,25
57992_000301_Sideline_97,H87,505,25,326,24
57992_000301_Sideline_97,V92,528,22,282,25
57992_000301_Sideline_97,V97,543,17,306,18
57992_000301_Sideline_97,H72,567,20,297,21
57992_000301_Sideline_97,H66,605,20,309,21
57992_000301_Sideline_97,H60,608,16,268,16
57992_000301_Sideline_97,H68,640,24,261,22
57992_000301_Sideline_97,H32,649,23,283,22
57992_000301_Sideline_97,V32,672,20,230,28
57992_000301_Sideline_97,H82,738,16,228,16
57992_000301_Sideline_97,H83,752,18,197,17
57992_000301_Sideline_97,V53,770,18,197,20
57992_000301_Sideline_97,H5,863,22,309,24
57992_000301_Sideline_98,V49,414,22,320,23
57992_000301_Sideline_98,V54,471,24,272,26
57992_000301_Sideline_98,V55,488,23,341,25
57992_000301_Sideline_98,H87,506,24,325,25
57992_000301_Sideline_98,V92,526,22,281,24
57992_000301_Sideline_98,V97,541,19,307,17
57992_000301_Sideline_98,H72,568,18,296,22
57992_000301_Sideline_98,H66,601,20,310,22
57992_000301_Sideline_98,H68,642,21,264,18
57992_000301_Sideline_98,H32,644,20,284,22
57992_000301_Sideline_98,V32,672,20,232,27
57992_000301_Sideline_98,H82,736,20,244,18
57992_000301_Sideline_98,V53,738,18,228,17
57992_000301_Sideline_98,H83,751,18,196,16
57992_000301_Sideline_98,H5,866,22,310,22
57992_000301_Sideline_99,V49,416,23,320,22
57992_000301_Sideline_99,V54,474,24,273,25
57992_000301_Sideline_99,V55,489,23,341,25
57992_000301_Sideline_99,H87,508,24,325,25
57992_000301_Sideline_99,V92,524,22,280,23
57992_000301_Sideline_99,V97,538,20,306,19
57992_000301_Sideline_99,H72,568,18,296,22
57992_000301_Sideline_99,H66,602,18,314,19
57992_000301_Sideline_99,H32,640,24,261,23
57992_000301_Sideline_99,V32,672,20,233,26
57992_000301_Sideline_99,H82,735,18,243,17
57992_000301_Sideline_99,V53,741,17,230,16
57992_000301_Sideline_99,H83,751,19,193,17
57992_000301_Sideline_99,H5,869,22,309,24
57992_000301_Sideline_100,V49,416,25,317,25
57992_000301_Sideline_100,V54,476,24,273,25
57992_000301_Sideline_100,V55,491,23,340,24
57992_000301_Sideline_100,H87,510,24,324,26
57992_000301_Sideline_100,V92,522,22,277,27
57992_000301_Sideline_100,H72,568,19,298,20
57992_000301_Sideline_100,H66,601,19,312,20
57992_000301_Sideline_100,V97,616,22,266,22
57992_000301_Sideline_100,H32,636,20,283,19
57992_000301_Sideline_100,H68,642,24,260,22
57992_000301_Sideline_100,V32,672,20,233,27
57992_000301_Sideline_100,H82,734,22,242,19
57992_000301_Sideline_100,V53,742,18,228,19
57992_000301_Sideline_100,H83,749,19,191,18
57992_000301_Sideline_100,H5,872,22,309,23
57992_000301_Sideline_101,V49,419,24,318,22
57992_000301_Sideline_101,V54,479,24,273,25
57992_000301_Sideline_101,V55,493,22,340,26
57992_000301_Sideline_101,H87,512,22,324,25
57992_000301_Sideline_101,V92,522,22,275,26
57992_000301_Sideline_101,V97,534,21,305,21
57992_000301_Sideline_101,H72,566,20,296,22
57992_000301_Sideline_101,H66,601,21,258,22
57992_000301_Sideline_101,H32,632,18,283,19
57992_000301_Sideline_101,H68,642,23,260,22
57992_000301_Sideline_101,V32,672,20,234,27
57992_000301_Sideline_101,H82,736,18,242,18
57992_000301_Sideline_101,V53,743,17,227,21
57992_000301_Sideline_101,H83,748,18,191,17
57992_000301_Sideline_101,H5,875,22,308,24
57992_000301_Sideline_102,V49,423,24,316,23
57992_000301_Sideline_102,V54,481,23,274,26
57992_000301_Sideline_102,V55,494,24,340,26
57992_000301_Sideline_102,H87,512,24,323,25
57992_000301_Sideline_102,V92,520,21,274,26
57992_000301_Sideline_102,V97,534,20,304,21
57992_000301_Sideline_102,H72,566,20,296,23
57992_000301_Sideline_102,H66,602,19,313,19
57992_000301_Sideline_102,H32,630,18,284,18
57992_000301_Sideline_102,H68,644,22,261,20
57992_000301_Sideline_102,V32,672,20,234,28
57992_000301_Sideline_102,H82,734,20,243,17
57992_000301_Sideline_102,V53,744,18,228,18
57992_000301_Sideline_102,H83,745,20,189,18
57992_000301_Sideline_102,H5,878,22,308,24
57992_000301_Sideline_103,V49,424,24,314,23
57992_000301_Sideline_103,V54,484,23,274,24
57992_000301_Sideline_103,V55,495,23,339,25
57992_000301_Sideline_103,H87,514,24,324,26
57992_000301_Sideline_103,V92,518,22,272,28
57992_000301_Sideline_103,V97,535,23,284,21
57992_000301_Sideline_103,H72,565,20,296,21
57992_000301_Sideline_103,H66,602,18,313,19
57992_000301_Sideline_103,H32,626,19,282,19
57992_000301_Sideline_103,H68,644,24,261,20
57992_000301_Sideline_103,V32,664,22,263,23
57992_000301_Sideline_103,H82,735,19,243,17
57992_000301_Sideline_103,V53,744,18,188,18
57992_000301_Sideline_103,H5,880,24,308,24
57992_000301_Sideline_104,V49,427,22,313,23
57992_000301_Sideline_104,V54,486,22,275,25
57992_000301_Sideline_104,V55,496,22,341,24
57992_000301_Sideline_104,V92,515,25,323,26
57992_000301_Sideline_104,H72,564,20,296,21
57992_000301_Sideline_104,H66,600,24,304,24
57992_000301_Sideline_104,H32,620,22,280,22
57992_000301_Sideline_104,H68,644,22,259,21
57992_000301_Sideline_104,V32,672,22,235,27
57992_000301_Sideline_104,H82,734,20,242,18
57992_000301_Sideline_104,H83,742,19,187,19
57992_000301_Sideline_104,V53,745,20,228,21
57992_000301_Sideline_104,H5,884,22,309,23
57992_000301_Sideline_105,V49,428,22,312,24
57992_000301_Sideline_105,V54,488,23,275,24
57992_000301_Sideline_105,V55,498,22,340,26
57992_000301_Sideline_105,V92,512,22,272,26
57992_000301_Sideline_105,H87,518,24,323,25
57992_000301_Sideline_105,H72,564,20,295,21
57992_000301_Sideline_105,H66,600,24,301,25
57992_000301_Sideline_105,H32,620,22,280,20
57992_000301_Sideline_105,H68,643,22,256,23
57992_000301_Sideline_105,V32,672,21,235,27
57992_000301_Sideline_105,H82,734,20,242,18
57992_000301_Sideline_105,H83,740,19,186,19
57992_000301_Sideline_105,V53,748,20,228,22
57992_000301_Sideline_105,H5,887,22,308,24
57992_000301_Sideline_106,V49,428,23,311,24
57992_000301_Sideline_106,V54,490,22,275,25
57992_000301_Sideline_106,V55,498,24,339,26
57992_000301_Sideline_106,V92,511,20,272,26
57992_000301_Sideline_106,H87,520,22,322,26
57992_000301_Sideline_106,V97,528,21,281,22
57992_000301_Sideline_106,H72,564,20,296,20
57992_000301_Sideline_106,H66,600,24,302,23
57992_000301_Sideline_106,H32,619,21,279,20
57992_000301_Sideline_106,H68,641,25,256,22
57992_000301_Sideline_106,V32,672,20,234,28
57992_000301_Sideline_106,H82,734,18,241,19
57992_000301_Sideline_106,H83,738,19,186,20
57992_000301_Sideline_106,V53,748,20,228,22
57992_000301_Sideline_106,H5,889,22,309,23
57992_000301_Sideline_107,V49,429,23,309,24
57992_000301_Sideline_107,V54,492,20,278,22
57992_000301_Sideline_107,V55,499,23,336,26
57992_000301_Sideline_107,V92,508,21,271,26
57992_000301_Sideline_107,H87,520,24,322,25
57992_000301_Sideline_107,H72,564,20,294,21
57992_000301_Sideline_107,H66,601,22,305,21
57992_000301_Sideline_107,H32,618,20,278,20
57992_000301_Sideline_107,H68,642,22,256,21
57992_000301_Sideline_107,V32,666,20,266,20
57992_000301_Sideline_107,H82,734,18,240,20
57992_000301_Sideline_107,H83,736,18,186,19
57992_000301_Sideline_107,V53,750,19,230,20
57992_000301_Sideline_107,H5,892,22,310,23
57992_000301_Sideline_108,V49,429,24,308,24
57992_000301_Sideline_108,V55,500,22,336,24
57992_000301_Sideline_108,V92,503,23,271,26
57992_000301_Sideline_108,H87,522,22,321,25
57992_000301_Sideline_108,H72,564,20,294,20
57992_000301_Sideline_108,H66,588,20,270,14
57992_000301_Sideline_108,H32,614,24,277,22
57992_000301_Sideline_108,H68,642,22,254,22
57992_000301_Sideline_108,V32,673,20,236,26
57992_000301_Sideline_108,H82,732,19,240,20
57992_000301_Sideline_108,H83,734,19,187,19
57992_000301_Sideline_108,V53,750,20,230,20
57992_000301_Sideline_108,H5,896,22,311,23
57992_000301_Sideline_109,V49,430,24,307,24
57992_000301_Sideline_109,V92,500,24,270,27
57992_000301_Sideline_109,V55,502,20,335,24
57992_000301_Sideline_109,V97,520,21,278,22
57992_000301_Sideline_109,H87,522,24,320,25
57992_000301_Sideline_109,H72,564,20,295,20
57992_000301_Sideline_109,V99,585,18,300,17
57992_000301_Sideline_109,H32,616,24,277,20
57992_000301_Sideline_109,H68,642,22,254,21
57992_000301_Sideline_109,V32,674,20,237,25
57992_000301_Sideline_109,H66,698,22,292,22
57992_000301_Sideline_109,H82,732,20,188,18
57992_000301_Sideline_109,V53,750,20,229,22
57992_000301_Sideline_109,H5,898,23,312,23
57992_000301_Sideline_110,V49,432,23,306,25
57992_000301_Sideline_110,V92,500,22,270,26
57992_000301_Sideline_110,V55,502,23,333,25
57992_000301_Sideline_110,H87,524,23,320,24
57992_000301_Sideline_110,H72,565,21,294,21
57992_000301_Sideline_110,V99,588,20,272,16
57992_000301_Sideline_110,H66,604,20,301,19
57992_000301_Sideline_110,H32,616,22,276,22
57992_000301_Sideline_110,H68,642,22,254,21
57992_000301_Sideline_110,V32,674,20,238,25
57992_000301_Sideline_110,H82,731,20,188,19
57992_000301_Sideline_110,V53,752,18,229,21
57992_000301_Sideline_110,H5,901,22,312,24
57992_000301_Sideline_111,V49,432,25,304,26
57992_000301_Sideline_111,V92,499,21,270,25
57992_000301_Sideline_111,V55,504,22,332,24
57992_000301_Sideline_111,H87,526,22,320,24
57992_000301_Sideline_111,H72,567,21,293,22
57992_000301_Sideline_111,V99,582,18,274,16
57992_000301_Sideline_111,H66,598,18,272,18
57992_000301_Sideline_111,H32,617,21,276,19
57992_000301_Sideline_111,H68,641,23,254,20
57992_000301_Sideline_111,V32,676,20,238,25
57992_000301_Sideline_111,H83,730,22,188,20
57992_000301_Sideline_111,H82,733,18,240,19
57992_000301_Sideline_111,V53,750,20,229,21
57992_000301_Sideline_111,H5,904,22,314,24
57992_000301_Sideline_112,V49,432,26,304,25
57992_000301_Sideline_112,V92,499,21,269,24
57992_000301_Sideline_112,V55,506,23,330,27
57992_000301_Sideline_112,H87,526,23,318,24
57992_000301_Sideline_112,H72,566,22,292,22
57992_000301_Sideline_112,V99,580,20,277,16
57992_000301_Sideline_112,H32,616,22,274,21
57992_000301_Sideline_112,V90,624,18,254,20
57992_000301_Sideline_112,H68,641,23,253,22
57992_000301_Sideline_112,V32,677,20,238,25
57992_000301_Sideline_112,H66,684,22,290,22
57992_000301_Sideline_112,H83,730,20,189,19
57992_000301_Sideline_112,V53,750,19,228,23
57992_000301_Sideline_112,H5,907,22,315,24
57992_000301_Sideline_113,V49,433,24,304,24
57992_000301_Sideline_113,V92,496,22,268,26
57992_000301_Sideline_113,V55,506,23,329,27
57992_000301_Sideline_113,H87,528,22,317,23
57992_000301_Sideline_113,H72,567,22,291,23
57992_000301_Sideline_113,V99,578,20,277,17
57992_000301_Sideline_113,H66,604,24,254,22
57992_000301_Sideline_113,H32,617,23,272,21
57992_000301_Sideline_113,V90,624,18,254,18
57992_000301_Sideline_113,H68,641,22,254,22
57992_000301_Sideline_113,V32,662,22,260,24
57992_000301_Sideline_113,H83,727,21,190,20
57992_000301_Sideline_113,H82,732,21,240,20
57992_000301_Sideline_113,V53,750,20,228,23
57992_000301_Sideline_113,H5,910,22,317,24
57992_000301_Sideline_114,V49,434,24,303,24
57992_000301_Sideline_114,V92,499,21,264,26
57992_000301_Sideline_114,V55,506,23,326,27
57992_000301_Sideline_114,H87,526,24,315,23
57992_000301_Sideline_114,H72,568,22,292,21
57992_000301_Sideline_114,V99,578,20,279,16
57992_000301_Sideline_114,H66,604,22,254,22
57992_000301_Sideline_114,H32,616,22,271,21
57992_000301_Sideline_114,V90,622,20,253,21
57992_000301_Sideline_114,H68,640,22,252,24
57992_000301_Sideline_114,V32,678,20,240,26
57992_000301_Sideline_114,H83,728,22,190,20
57992_000301_Sideline_114,H82,734,20,241,19
57992_000301_Sideline_114,V53,750,18,228,23
57992_000301_Sideline_114,H5,912,22,318,23
57992_000301_Sideline_115,V49,434,25,302,24
57992_000301_Sideline_115,V92,500,21,263,25
57992_000301_Sideline_115,V55,507,23,326,26
57992_000301_Sideline_115,H87,526,24,314,24
57992_000301_Sideline_115,H72,570,20,294,19
57992_000301_Sideline_115,V99,575,19,281,17
57992_000301_Sideline_115,H32,616,22,271,21
57992_000301_Sideline_115,V90,621,19,252,20
57992_000301_Sideline_115,H68,640,21,253,23
57992_000301_Sideline_115,H66,668,21,291,21
57992_000301_Sideline_115,V32,680,18,241,25
57992_000301_Sideline_115,H83,728,22,191,20
57992_000301_Sideline_115,H82,734,20,242,18
